"time","xS","xI","xV","xR","xC","xF","xJ","date","R_t"
183,80210.0636978905,0.0283857798523154,19768.2616160272,21.6463003016969,0.00843675430402261,55.5648439161758,972683.302656545,2020-07-02,8.94336492526282e-05
184,80160.6099876083,0.0256845063943288,19817.8958142701,21.4685136144807,0.00763694684053757,55.5648449474901,972763.607282004,2020-07-03,0.000805046328315445
185,80111.5299620042,0.0232427898850571,19867.1548418312,21.2919533739577,0.00691343804631719,55.5648484910839,972836.301006578,2020-07-04,0.00223636374267138
186,80062.8207947721,0.0210369616690443,19916.0415342598,21.1166340056776,0.00625937444152321,55.5648556440554,972902.112124663,2020-07-05,0.00438300834308725
187,80014.4796815262,0.0190452450122807,19964.5587056749,20.9425675531285,0.00566843013729333,55.5648671231332,972961.703051769,2020-07-06,0.00724415181629132
188,79966.5038395412,0.017247649523852,20012.7091489277,20.7697638807575,0.00513478158276864,55.5648833431059,973015.675475903,2020-07-07,0.0108185561479065
189,79918.8905075086,0.0156258637840998,20060.4956357622,20.5982308646815,0.00465308079080069,55.5649044827913,973064.575248242,2020-07-08,0.0151046096952492
190,79871.636945293,0.0141631477508492,20107.9209169877,20.4279745711126,0.00421842764933384,55.5649305400907,973108.897003133,2020-07-09,0.0201003586851799
191,79824.7404337424,0.0128442266251387,20154.9877226079,20.2589994225634,0.00382634194152808,55.5649613775559,973149.088492034,2020-07-10,0.0258035345576419
192,79778.1982744721,0.0116551867916263,20201.6987619882,20.0913083522939,0.00347273536945998,55.5649967597626,973185.554644862,2020-07-11,0.0322115775747824
193,79732.0077896496,0.0105833749932417,20248.0567240277,19.9249029472334,0.00315388402075358,55.5650363836592,973218.661353408,2020-07-12,0.0393216571005901
194,79686.166321814,0.00961730155064424,20294.0642773041,19.7597835798393,0.00286640160204011,55.5650799029422,973248.73897918,2020-07-13,0.0471306889350003
195,79640.6712336944,0.00874654794574056,20339.7240702275,19.5959495294486,0.00260721360643405,55.5651269473816,973276.08559967,2020-07-14,0.0556353500648662
196,79595.5199080342,0.00796167918033738,20385.0387311925,19.4333990936499,0.00237353259813509,55.5651771379132,973300.970001757,2020-07-15,0.0648320911658116
197,79550.7097474184,0.00725416113148903,20430.0108687296,19.2721296902479,0.00216283473192462,55.5652300982077,973323.634434045,2020-07-16,0.0747171471607101
198,79506.2381741102,0.00661628301350352,20474.6430716556,19.1121379504006,0.00197283758405764,55.5652854633348,973344.297130901,2020-07-17,0.0852865461115538
199,79462.1026298887,0.00604108496410766,20518.9379092222,18.9534198035158,0.00180147933653677,55.5653428860504,973363.154621516,2020-07-18,0.0965361166929115
200,79418.3005758903,0.00552229069705429,20562.8979312639,18.7959705544807,0.00164689932834604,55.5654020411607,973380.383837668,2020-07-19,0.108461494467634
201,79374.8294924554,0.00505424510357331,20606.5256683449,18.6397849537896,0.00150741996425062,55.5654626283459,973396.14403377,2020-07-20,0.121058127159411
202,79331.6868789768,0.00463185663864299,20649.823631905,18.4848572611128,0.00138152995357806,55.5655243737678,973410.578532693,2020-07-21,0.134321279092482
203,79288.870253749,0.00425054429328984,20692.7943144032,18.3311813028293,0.00126786883735818,55.5655870307308,973423.816310442,2020-07-22,0.148246034946453
204,79246.377153824,0.00390618892932726,20735.4401894623,18.1787505240175,0.00116521275171534,55.5656503796206,973435.973432341,2020-07-23,0.162827302953868
205,79204.2051348649,0.00359508873656096,20777.7637120105,18.027558035375,0.001072461367944,55.5657142273051,973447.154352764,2020-07-24,0.178059817649846
206,79162.3517710024,0.00331391856311343,20819.7673184229,17.8775966555058,0.000988625944749164,55.5657784061483,973457.453089897,2020-07-25,0.193938142266816
207,79120.814654696,0.00305969286589083,20861.4534266616,17.7288589489882,0.000912818425268871,55.5658427727596,973466.954286287,2020-07-26,0.210456670852892
208,79079.5913965917,0.00282973202921908,20902.8244364152,17.5813372606052,0.000844241510319863,55.5659072065739,973475.7341653,2020-07-27,0.227609630179788
209,79038.6796253849,0.00262163180434223,20943.8827292365,17.435023746094,0.000782179639483623,55.5659716083431,973483.861392906,2020-07-28,0.245391081495096
210,78998.0769876843,0.00243323562996694,20984.6306686798,17.2899103997403,0.000725990812884678,55.5660358985958,973491.397853526,2020-07-29,0.26379492216421
211,78957.7811478737,0.00226260960363922,21025.0706004369,17.1459890791208,0.000675099188557086,55.5661000161145,973498.399348029,2020-07-30,0.282814887238887
212,78917.7897879804,0.00210801988485193,21065.204852472,17.0032515272705,0.000628988392941136,55.5661639164637,973504.916221317,2020-07-31,0.3024445509825
213,78878.1006075392,0.00196791232290502,21105.0357351554,16.8616893925262,0.000587195485117656,55.5662275705946,973510.993926327,2020-08-01,0.32267732837593
214,78838.7113234615,0.00184089411526314,21144.5655413974,16.7212942462799,0.000549305518740588,55.5662909635464,973516.673530711,2020-08-02,0.343506476623097
215,78799.6196699042,0.00172571731514784,21183.7965467792,16.5820575988508,0.000514946649138505,55.5663540932547,973521.992171893,2020-08-03,0.364925096670799
216,78760.8233981375,0.00162126402009832,21222.7310096842,16.4439709136676,0.000483785736637763,55.5664169694781,973526.983465728,2020-08-04,0.386926134753976
217,78722.3202764182,0.00152653308603261,21261.3711714283,16.3070256199354,0.000455524400739953,55.566479612844,973531.677873477,2020-08-05,0.409502383974601
218,78684.1080898588,0.0014406282237845,21299.7192563886,16.1712131239433,0.000429895483304063,55.5665420540204,973536.103031399,2020-08-06,0.43264648591981
219,78646.1846403017,0.00136274734706757,21337.7774721312,16.0365248191565,0.000406659882297002,55.5666043330094,973540.284046859,2020-08-07,0.456350932322961
220,78608.5477461926,0.00129217305224898,21375.5480095387,15.9029520952207,0.000385603720963546,55.566666498567,973544.243764482,2020-08-08,0.480608066769514
221,78571.1952424532,0.00122826412115323,21413.0330429359,15.7704863459947,0.000366535820392338,55.5667286077433,973548.003005535,2020-08-09,0.505410086448213
222,78534.1249803597,0.00117044794833512,21450.234730215,15.6391189767174,0.000349285446423625,55.5667907255461,973551.580783425,2020-08-10,0.530749043946925
223,78497.3348274149,0.00111821380385583,21487.1552129601,15.5088414104031,0.000333700304637935,55.5668529247237,973554.994497942,2020-08-11,0.556616849091348
224,78460.8226672292,0.00107110685157733,21523.7966165698,15.3796450935506,0.000319644759790707,55.5669152856672,973558.26011057,2020-08-12,0.583005270824063
225,78424.5863993953,0.00102872285137978,21560.16105038,15.2515215012441,0.000306998258516536,55.5669778964358,973561.392303044,2020-08-13,0.609905939120453
226,78388.6239393692,0.000990703481537699,21596.2506077851,15.1244621417149,0.000295653936427738,55.5670408528992,973564.404621062,2020-08-14,0.637310346937435
227,78352.9332183482,0.000956732224804541,21632.0673663584,14.9984585604287,0.000285517392885669,55.5671042590099,973567.309604915,2020-08-15,0.665209852190068
228,78317.5121831529,0.000926530768598811,21667.6133879719,14.8735023437538,0.000276505618741433,55.5671682271989,973570.11890865,2020-08-16,0.693595679750536
229,78282.3587961066,0.000899855876111902,21702.8907189146,14.7495851222657,0.000268546064241817,55.5672328789098,973572.843409216,2020-08-17,0.722458923463082
230,78247.4710349187,0.000876496691226772,21737.9013900102,14.626698573733,0.0002615758360909,55.5672983452744,973575.49330694,2020-08-18,0.751790548167748
231,78212.8468925667,0.000856272445910574,21772.6474167345,14.5048344258309,0.000255541014369506,55.567364767941,973578.078218588,2020-08-19,0.781581391724734
232,78178.4843771796,0.000839030544292059,21807.1307993305,14.3839844586234,0.000250396081658462,55.5674323000697,973580.607264148,2020-08-20,0.811822167030138
233,78144.3815119232,0.000824645003030149,21841.3535229243,14.2641405068506,0.000246103458313676,55.5675011075104,973583.089148455,2020-08-21,0.842503464012547
234,78110.5363348832,0.000813015232904472,21875.3175576387,14.1452944620601,0.000242633139423503,55.5675713701828,973585.532238675,2020-08-22,0.87361575159838
235,78076.9468989528,0.000804065151900732,21909.0248587067,14.0274382746145,0.000239962430565489,55.5676432836827,973587.944638644,2020-08-23,0.905149379632194
236,78043.6112717167,0.000797742625522815,21942.4773665842,13.9105639556117,0.000238075781105077,55.5677170611438,973590.334261063,2020-08-24,0.937094580735874
237,78010.5275353401,0.000794019235750743,21975.6770070612,13.7946635787483,0.000236964715470326,55.567792935387,973592.708898518,2020-08-25,0.969441472088199
238,77977.6937864538,0.000792890386106264,22008.6256913728,13.6797292821624,0.000236627864636209,55.5678711614015,973595.076294299,2020-08-26,1.00218005710303
239,77945.108136044,0.000794375756832351,22041.3253163092,13.5657532702878,0.000237071102000914,55.5679520192024,973597.444214069,2020-08-27,1.03530022698085
240,77912.7687093389,0.000798520131410046,22073.7777643243,13.452727815757,0.000238307789986135,55.5680358171237,973599.820519402,2020-08-28,1.06879176210375
241,77880.6736456985,0.000805394623726827,22105.9849036445,13.3406452613903,0.000240359146103453,55.5681228956151,973602.213244433,2020-08-29,1.10264433323869
242,77848.8210985026,0.000815098344413693,22137.9485883758,13.2294980223116,0.000243254739970241,55.5682136316219,973604.630676767,2020-08-30,1.1368475025073
243,77817.2092350401,0.000827760555468713,22169.6706586103,13.1192785882369,0.000247033135916158,55.5683084436434,973607.081444085,2020-08-31,1.17139072407281
244,77785.836236398,0.000843543374626432,22201.1529405318,13.009979525985,0.000251742699497151,55.5684077975846,973609.574607991,2020-09-01,1.20626334448495
245,77754.7002973504,0.000862645105430854,22232.3972465213,12.9015934822667,0.000257442590551748,55.5685122135337,973612.11976682,2020-09-02,1.24145460261242
246,77723.7996262476,0.000885304286130097,22263.4053752604,12.794113186818,0.000264203970543814,55.5686222736272,973614.727169432,2020-09-03,1.27695362907845
247,77693.1324449034,0.000911804570950062,22294.1791118349,12.6875314559503,0.000272111458020961,55.568738631193,973617.407842285,2020-09-04,1.31274944509797
248,77662.6969884847,0.000942480581778129,22324.7202278372,12.5818411966044,0.000281264873302333,55.5688620213992,973620.173732477,2020-09-05,1.3488309605943
249,77632.4915053949,0.000977724897724296,22355.030481468,12.4770354110087,0.000291781322268029,55.5689932736821,973623.037869882,2020-09-06,1.38518697144791
250,77602.514257164,0.00101799638556981,22385.1116176367,12.3731072020595,0.000303797679696268,55.5691333262787,973626.014552062,2020-09-07,1.42180615569915
251,77572.7635183273,0.00106383011717476,22414.965368062,12.2700497795632,0.000317473545399754,55.5692832432577,973629.119556324,2020-09-08,1.45867706848852
252,77543.2375763122,0.00111584917224397,22444.5934513703,12.1678564675046,0.000332994761968008,55.5694442345185,973632.370384049,2020-09-09,1.49578813547244
253,77513.9347313133,0.00117477868861387,22473.9975731945,12.0665207125396,0.000350577601870928,55.5696176793286,973635.786543463,2020-09-10,1.53312764439436
254,77484.8532961709,0.00124146260011527,22503.1794262715,11.9660360939458,0.000370473754812605,55.5698051540835,973639.38987815,2020-09-11,1.5706837344217
255,77455.991596242,0.00131688359744391,22532.1406905382,11.8663963353124,0.000392976274539171,55.5700084651212,973643.2049501,2020-09-12,1.60844438277145
256,77427.3479692659,0.00140218696451535,22560.8830332276,11.7675953183085,0.000418426679029198,55.5702296875964,973647.259487814,2020-09-13,1.64639738804059
257,77398.9207652278,0.00149870908671877,22589.4081089633,11.6696270989355,0.000447223440669289,55.5704712116377,973651.584912143,2020-09-14,1.68453034952406
258,77370.7083462068,0.0016080116048535,22617.7175598538,11.5724859267548,0.000479832155565946,55.5707357972762,973656.216955161,2020-09-15,1.72283064163802
259,77342.7090862243,0.0017319224075204,22645.8130155847,11.476166267688,0.000516797745961073,55.5710266399596,973661.196390584,2020-09-16,1.76128538236141
260,77314.9213710724,0.0018725849256181,22673.6960935108,11.3806628311081,0.000558759129816882,55.5713474488716,973666.569898142,2020-09-17,1.7998813943526
261,77287.3435981325,0.00203251752825512,22701.3683987467,11.2859706021013,0.000606466890770893,55.5717025407726,973672.391089171,2020-09-18,1.83860515707999
262,77259.9741761775,0.00221468523603504,22728.8315242566,11.1920848799692,0.00066080460455156,55.5720969526957,973678.72172658,2020-09-19,1.87744274790693
263,77232.8115251464,0.00242258648567563,22756.0870509421,11.0990013242755,0.000722814630488648,55.5725365775947,973685.633179684,2020-09-20,1.91637976957312
264,77205.8540759014,0.00266035832490717,22783.1365477294,11.0067160100373,0.000793729366347455,55.5730283279942,973693.208163333,2020-09-21,1.9554012608915
265,77179.1002699464,0.00293290422079323,22809.9815716548,10.9152254940216,0.000875009200604085,55.5735803338685,973701.542821969,2020-09-22,1.99449158669596
266,77152.5485591072,0.00324604966855123,22836.6236679478,10.8245268945535,0.000968388690025032,55.574202182449,973710.749232928,2020-09-23,2.03363430209362
267,77126.1974051658,0.0036067320425249,22863.0643701135,10.7346179878037,0.00107593285641148,55.5749052094946,973720.958420362,2020-09-24,2.0728119848404
268,77100.0452794308,0.00402323270001405,22889.3052000119,10.6454973242117,0.00120010595251901,55.5757028538458,973732.323992345,2020-09-25,2.11200602810661
269,77074.0906622341,0.00450546131205613,22915.3476679344,10.5571643695638,0.00134385561559092,55.5766110899461,973745.026539878,2020-09-26,2.15119638394778
270,77048.3320423389,0.00506530485252306,22941.1932726789,10.469619676318,0.00151071603482042,55.5776489565835,973759.278969182,2020-09-27,2.19036124534296
271,77022.7679162314,0.00571705675149309,22966.8435016192,10.3828650921078,0.00170493463949047,55.5788392045757,973775.33297913,2020-09-28,2.22947665158124
272,76997.3967872781,0.00647794540996061,22992.299830762,10.2969040139833,0.00193162786193954,55.5802090914571,973793.486943371,2020-09-29,2.26851599801583
273,76972.217164677,0.00736878689777075,23017.5637248363,10.2117416992487,0.0021969731267571,55.5817913594984,973814.095533484,2020-09-30,2.30744942581581
274,76947.2275622381,0.0084147908025928,23042.6366373247,10.1273856459308,0.002508445339557,55.5836254391862,973837.581465629,2020-10-01,2.34624306253366
275,76922.426496867,0.00964655769894055,23067.5200105151,10.0438460595812,0.00287510880593064,55.5857589343488,973864.449884738,2020-10-02,2.38485807544974
276,76897.8124867157,0.0111013146522715,23092.2152755422,9.96113642696389,0.00330797762391234,55.5882494565796,973895.305998287,2020-10-03,2.42324949122752
277,76873.3840489151,0.0128244466584947,23116.7238524156,9.87927422220961,0.00382046063256799,55.5911668934442,973930.87672165,2020-10-04,2.46136472400264
278,76849.139696792,0.0148713956159714,23141.0471500348,9.79828177725445,0.00442891050712305,55.5945962151473,973972.03727593,2020-10-05,2.4991417404433
279,76825.077936441,0.0173100147342268,23165.1865661879,9.71818735602998,0.00515330059045458,55.5986409485799,974019.843894168,2020-10-06,2.53650677434283
280,76801.1972625034,0.0202234854688153,23189.1434875296,9.63902648122725,0.00601805747795876,55.6034274765834,974075.574049648,2020-10-07,2.57337148494285
281,76777.4961529648,0.023713925967579,23212.9192895352,9.56084357378653,0.0070530819643628,55.6091103539485,974140.775923121,2020-10-08,2.60962943300607
282,76753.9730627531,0.0279068439186074,23236.5153364239,9.48369397878778,0.00829499519305271,55.6158788696611,974217.329173713,2020-10-09,2.64515172804635
283,76730.6264158766,0.0329566109113639,23259.932981045,9.40764646724384,0.0097886497579348,55.6239651256443,974307.519462855,2020-10-10,2.67978168188743
284,76707.454595802,0.0390531565998221,23283.17356472,9.33278632129002,0.0115889454390311,55.6336539422417,974414.129581203,2020-10-11,2.71332829298871
285,76684.4559337466,0.0464300930438301,23306.2384170305,9.25921912982716,0.0137629834964777,55.6452949333317,974540.55040279,2020-10-12,2.7455583915086
286,76661.6286945429,0.0553744723945796,23329.1288555432,9.18707544142259,0.016392577757176,55.6593171076512,974690.91516201,2020-10-13,2.77618731110523
287,76638.971059762,0.0662383382018336,23351.8461854612,9.1165164385276,0.0195771087374662,55.6762463285874,974870.260588383,2020-10-14,2.80486804204086
288,76616.4811078726,0.0794521270029154,23374.3916991933,9.04774080713296,0.0234366496916023,55.6967258725662,975084.718035393,2020-10-15,2.83117899369067
289,76594.1567914197,0.0955397761693425,23396.766675833,8.98099297115485,0.0281151987268397,55.7215401221052,975341.736591702,2020-10-16,2.85461079781325
290,76571.9959115735,0.115135047027723,23418.9723805502,8.91657282925749,0.0337837046514431,55.7516410523511,975650.337821773,2020-10-17,2.87455307319248
291,76549.9960910232,0.138998018447876,23441.0100639022,8.85484705611111,0.0406423621076225,55.7881765412325,976021.39765726,2020-10-18,2.89028280793681
292,76528.1547471346,0.168029883515058,23462.8809610948,8.79626188701159,0.048921367173677,55.8325185676326,976467.944354398,2020-10-19,2.90095704092519
293,76506.4690686378,0.203283050792004,23484.5862912456,8.74135706566044,0.0588789815570086,55.8862879900541,977005.451662185,2020-10-20,2.90561382106104
294,76484.9360008467,0.245962143596933,23506.127256739,8.69078027063146,0.070795406983449,55.9513708216363,977652.093058659,2020-10-21,2.90318683749517
295,76463.552246383,0.297409985850235,23527.5050428036,8.64530082738439,0.0849607455045083,56.0299188958924,978428.90662327,2020-10-22,2.89254024989919
296,76442.3142901502,0.359071490928709,23548.7208174887,8.60582087011236,0.101655431268025,56.1243259899851,979359.803024614,2020-10-23,2.8725303679121
297,76421.2184580576,0.432428289674051,23569.7757322422,8.57338141055777,0.121122259476316,56.2371696663062,980471.336002226,2020-10-24,2.84209885397527
298,76400.2610175492,0.518898995816852,23590.670923296,8.54916015901209,0.143530793617366,56.371110519075,981792.15340796,2020-10-25,2.8003968953764
299,76379.4383230615,0.619705252236221,23611.4075139934,8.53445769290139,0.168937571838484,56.5287454800772,983352.067144305,2020-10-26,2.74693076229799
300,76358.7470004353,0.735712486420118,23631.9866180565,8.53066902170848,0.197248718865671,56.7124210489124,985180.730386824,2020-10-27,2.68170747841886
301,76338.1841519873,0.867265384832384,23652.4093435728,8.53923905507388,0.228194151762722,56.9240248337365,987305.990611878,2020-10-28,2.6053487066647
302,76317.7475517083,1.01404803857139,23672.6767972423,8.56160301077944,0.261322888369896,57.1647862594219,989752.0830194,2020-10-29,2.51913730895403
303,76297.4357932041,1.17500251285613,23692.7900882479,8.59911603507759,0.296025688059921,57.4351243592121,992537.910881949,2020-10-30,2.42496980979383
304,76277.2483565001,1.34833300906619,23712.75033109,8.65297940076025,0.331584529339488,57.7345771255053,995675.690268315,2020-10-31,2.32520988447806
305,76257.1855751163,1.53160546991711,23732.5586469089,8.72417250488704,0.367240504771368,58.0618315051833,999170.191615109,2020-11-01,2.22246622943145
306,76237.2485076285,1.7219295550965,23752.2161631544,8.8133996619102,0.402266074784963,58.4148500532977,1003018.69491995,2020-11-02,2.11934069671555
307,76217.4387398195,1.91619008378049,23771.7240118371,8.92105825958552,0.436026920469677,58.7910680652605,1007211.62662931,2020-11-03,2.01819900824093
308,76197.7581563131,2.11128587694179,23791.083326861,9.04723094883072,0.468022961631876,59.1876219857425,1011733.71685144,2020-11-04,1.92100466800185
309,76178.2087207961,2.30433775934376,23810.295241027,9.19170041741245,0.497905057117426,59.6015696013902,1016565.44512024,2020-11-05,1.8292339734896
310,76158.7922938971,2.49284078472558,23829.3608832066,9.35398211149599,0.525470303469903,60.030072614541,1021684.54169649,2020-11-06,1.74386719195382
311,76139.5105032915,2.67475205712327,23848.2813760113,9.53336863994084,0.550642594461916,60.4705268279699,1027067.36189304,2020-11-07,1.66543609064877
312,76120.3646672737,2.84851913426423,23867.0578340847,9.72897950712926,0.573445860503679,60.9206386407452,1032690.02354847,2020-11-08,1.59410329120092
313,76101.355764079,3.01306209676225,23885.6913630015,9.93981082258651,0.59397608861995,61.3784556063599,1038529.2665692,2020-11-09,1.52975189574093
314,76082.4844352043,3.16772497224284,23904.1830586701,10.1647811532645,0.612376076963705,61.8423628892609,1044563.04396042,2020-11-10,1.47207041866106
315,76063.7510107115,3.31221093910514,23922.53400711,10.4027712394307,0.628814838616667,62.3110577216606,1050770.88276537,2020-11-11,1.4206248973902
316,76045.1555463841,3.44651253794005,23940.7452844781,10.6526565999989,0.643472081415783,62.7835120578388,1057134.0645113,2020-11-12,1.3749153684136
317,76026.6978652644,3.57084449402848,23958.817957244,10.9133329976641,0.65652731722183,63.2589309394958,1063635.67418857,2020-11-13,1.33441723771489
318,76008.377598663,3.68558356891179,23976.7530824413,11.1837353270816,0.668152767589327,63.7367114958641,1070260.56005779,2020-11-14,1.29860974500116
319,75990.1942238051,3.7912174527284,23994.5517079448,11.4628507977427,0.678509158546746,64.2164054106926,1076995.23768823,2020-11-15,1.26699425331789
320,75972.1470967702,3.88830309415801,24012.2148727464,11.7497273896306,0.687743587058415,64.6976861877003,1083827.76291917,2020-11-16,1.23910498358749
321,75954.2354803471,3.97743390265604,24029.7436072122,12.0434785384518,0.695988795576109,65.1803215708106,1090747.5910069,2020-11-17,1.21451441082791
322,75936.4585670018,4.05921476930003,24047.1389333139,12.3432849154045,0.703363351873414,65.6641509029094,1097745.43339685,2020-11-18,1.19283505895063
323,75918.815497447,4.13424367590227,24064.401864834,12.6483940434924,0.709972372310138,66.149066913942,1104813.11925934,2020-11-19,1.17371898340159
324,75901.3053754218,4.20309867176241,24081.5334075437,12.9581183630379,0.715908539031685,66.6350013151508,1111943.46589488,2020-11-20,1.15685585928723
325,75883.9272792973,4.26632910610026,24098.5345593597,13.2718322372615,0.721253245827978,67.1219135676988,1119130.16006298,2020-11-21,1.14197030505159
326,75866.6802710847,4.32445015552531,24115.4063104789,13.5889682813244,0.726077767754864,67.6097822413831,1126367.65095519,2020-11-22,1.12881885968338
327,75849.5634033488,4.37793984633158,24132.1496434979,13.9090133073946,0.730444391397914,68.0985984515133,1133651.05470639,2020-11-23,1.11718688056348
328,75832.5757244558,4.4272379227563,24148.7655335179,14.2315041038327,0.734407470675767,68.5883609410223,1140976.06985656,2020-11-24,1.10688552486441
329,75815.7162825083,4.47274604609348,24165.254948239,14.5560232069981,0.738014391300485,69.0790724505723,1148338.90292231,2020-11-25,1.09774890732745
330,75798.9841282558,4.5148289229317,24181.6188480443,14.8821947773797,0.741306438461548,69.5707370871113,1155736.2031303,2020-11-26,1.08963148132949
331,75782.3783172127,4.55381605415609,24197.8581860779,15.2096806556345,0.744319569186774,70.0633584593378,1163165.00534786,2020-11-27,1.08240566094694
332,75765.8979111659,4.59000387163512,24213.9739083163,15.5381766466743,0.7470850947177,70.5569383968915,1170622.68028194,2020-11-28,1.07595968382387
333,75749.5419792167,4.62365808921447,24229.9669536351,15.8674090594234,0.749630280193956,71.0514761095469,1178106.8910821,2020-11-29,1.07019570424554
334,75733.3095984716,4.65501614135255,24245.8382538726,16.1971315148001,0.751978869696199,71.5469676745202,1185615.55556056,2020-11-30,1.06502810027717
335,75717.1998544684,4.68428961885631,24261.5887338895,16.527122023639,0.754151544730454,72.0434057653171,1193146.81332346,2020-12-01,1.06038197636656
336,75701.2118414061,4.71166663880893,24277.2193116268,16.8571803286766,0.756166323860029,72.5407795555773,1200698.99718688,2020-12-02,1.05619184224001
337,75685.3446622326,4.73731410669559,24292.7308981614,17.1871254996041,0.758038910602859,73.0390747470888,1208270.60832485,2020-12-03,1.05240044946112
338,75669.5974286287,4.76137984438177,24308.1243977603,17.5167937669152,0.759782996035068,73.5382736834123,1215860.29466529,2020-12-04,1.04895776817099
339,75653.9692609194,4.78399456915999,24323.4007079334,17.8460365783829,0.761410521849279,74.0383555200885,1223466.83210971,2020-12-05,1.04582008796669
340,75638.4592879364,4.80527371749095,24338.5607194854,18.1747188610986,0.762931908950703,74.5392964297793,1231089.10820757,2020-12-06,1.04294922841005
341,75623.0666468469,4.82531911332522,24353.6053165687,18.5027174715019,0.764356256080013,75.0410698262761,1238726.10796041,2020-12-07,1.04031184607295
342,75607.7904829682,4.84422048380996,24368.5353767308,18.8299198176961,0.765691512282758,75.5436465960342,1246376.90148602,2020-12-08,1.03787882694645
343,75592.6299495761,4.86205682990966,24383.3517709574,19.1562226369051,0.76694462671288,76.0469953289822,1254040.63329148,2020-12-09,1.03562475363162
344,75577.5842076954,4.87889766140149,24398.0553637324,19.4815309109077,0.768121678840702,76.5510825419456,1261716.51292867,2020-12-10,1.03352743781277
345,75562.6524259071,4.8948041028195,24412.6470130816,19.8057569088873,0.769227991396582,77.0558728920611,1269403.80687934,2020-12-11,1.0315675111515
346,75547.8337801558,4.90982988220556,24427.1275706206,20.128819341885,0.770268228473614,77.5613293770724,1277101.83148904,2020-12-12,1.02972806679146
347,75533.1274535687,4.92402221206179,24441.4978816021,20.450642617307,0.771246480695638,78.0674135212654,1284809.94681589,2020-12-13,1.02799434549023
348,75518.5326362824,4.93742257219768,24455.7587849628,20.7711561824058,0.772166339145984,78.5740855464435,1292527.55127364,2020-12-14,1.02635346093964
349,75504.0485252797,4.95006740376906,24469.9111133702,21.0902939466885,0.773030959530559,79.0813045278907,1300254.07696415,2020-12-15,1.0247941594896
350,75489.6743242345,4.96198872329176,24483.9556932685,21.4079937741957,0.773843117856173,79.5890285356671,1307988.98560809,2020-12-16,1.02330661006485
351,75475.4092433729,4.9732146648283,24497.8933449252,21.7241970375103,0.774605258737668,80.0972147618454,1315731.76499479,2020-12-17,1.02188222057062
352,75461.25249934,4.98376995792805,24511.7248824759,22.0388482262145,0.775319537302077,80.6058196344648,1323481.92588246,2020-12-18,1.02051347752726
353,75447.2033150784,4.99367634827545,24525.4511139701,22.3518946032939,0.775987855531669,81.1147989190859,1331238.999289,2020-12-19,1.01919380606694
354,75433.2609197133,5.00295296738622,24539.072841416,22.6632859037042,0.776611893777957,81.6241078088756,1339002.53412161,2020-12-20,1.0179174477698
355,75419.424548448,5.01161665709887,24552.5908608255,22.9729740699681,0.77719313808316,82.1337010041649,1346772.09510005,2020-12-21,1.01667935412162
356,75405.6934424683,5.01968225404797,24566.0059622577,23.2809130202534,0.777732903862576,82.6435327824073,1354547.26093465,2020-12-22,1.01547509364271
357,75392.0668488521,5.02716283878052,24579.3189298641,23.5870584449145,0.778232356428898,83.1535570594333,1362327.62272484,2020-12-23,1.01430077097443
358,75378.544020487,5.03406995368974,24592.5305419313,23.89136762795,0.778692528776616,83.6637274428517,1370112.78254905,2020-12-24,1.01315295641786
359,75365.1242159912,5.04041379349323,24605.6415709254,24.1937992902531,0.779114336989769,84.1739972783941,1377902.35222025,2020-12-25,1.01202862460273
360,75351.8066996425,5.04620337157331,24618.6527835345,24.4943134519079,0.779498593588624,84.684319689944,1385695.95218504,2020-12-26,1.01092510112723
361,75338.5907413122,5.0514466651264,24631.564940712,24.7928713111189,0.779846019089281,85.1946476139315,1393493.21054712,2020-12-27,1.00984001615134
362,75325.4756164018,5.05615074173227,24644.3787977188,25.0894351376574,0.780157252014058,85.7049338287194,1401293.76219838,2020-12-28,1.00877126405255
