"time","xS","xI","xV","xR","xC","xF","xJ","date","R_t"
363,75312.4606057851,5.06032186965194,24657.0951041662,25.3839681789708,0.780432857559007,86.2151309795475,1409097.24804323,2020-12-29,1.00771696836355
364,75299.5449957518,5.06396561389199,24669.7146040574,25.6764345773332,0.78067333509757,86.72519159955,1416903.31430373,2020-12-30,1.00667545130859
365,75286.7280779546,5.06708691983093,24682.2380358295,25.9667992966192,0.780879124675515,87.235068127308,1424711.61189454,2020-12-31,1.0056452073413
366,75274.0091493624,5.06969018598675,24694.6661323948,26.2550280574618,0.78105061263164,87.744712921355,1432521.79585834,2021-01-01,1.00462488016196
367,75261.3875122113,5.07177932731355,24706.999621182,26.5410872797143,0.781188136460692,88.2540782720053,1440333.52485362,2021-01-02,1.00361324275837
368,75248.8624739607,5.0733578302439,24719.2392241774,26.8249440312745,0.781291989019346,88.7631164108385,1448146.46068778,2021-01-03,1.00260918007242
369,75236.433347252,5.0744288005436,24731.3856579651,27.10656598245,0.781362422162504,89.2717795181347,1455960.26788925,2021-01-04,1.00161167394568
370,75224.0994498631,5.07499500491175,24743.4396337674,27.3859213651504,0.781399649885393,89.7800197285227,1463774.61331361,2021-01-05,1.00061979004167
371,75211.8601046723,5.07505890714189,24755.4018574848,27.6629789362846,0.781403851036735,90.2877891350721,1471589.16577879,2021-01-06,0.999632666481619
372,75199.7146396199,5.07462269955642,24767.2730297362,27.9377079448238,0.781375171659388,90.795039792034,1479403.59572564,2021-01-07,0.998649503964752
373,75187.6623876701,5.0736883303357,24779.0538458977,28.2100781020592,0.781313727007189,91.3017237164117,1487217.57490011,2021-01-08,0.997669557173839
374,75175.7026867753,5.07225752728347,24790.7449961423,28.4800595546475,0.781219603280079,91.8077928885184,1495030.77605428,2021-01-09,0.996692127292956
375,75163.8348798427,5.07033181850028,24802.3471654787,28.7476228600904,0.781092859113827,92.313199251662,1502842.87266342,2021-01-10,0.995716555487091
376,75152.0583146957,5.06791255037542,24813.86103379,29.0127389643394,0.780933526855691,92.817894711081,1510653.53865687,2021-01-11,0.994742217212943
377,75140.3723440443,5.06500090325442,24825.2872758718,29.2753791812618,0.780741613653043,93.3218311322338,1518462.44816075,2021-01-12,0.99376851724783
378,75128.7763254509,5.06159790509237,24836.6265614706,29.5355151737336,0.780517102378249,93.824960338541,1526269.27525068,2021-01-13,0.992794885338242
379,75117.2696212986,5.05770444336263,24847.8795553217,29.793118936162,0.780259952409891,94.3272341086572,1534073.69371302,2021-01-14,0.991820772382967
380,75105.851598759,5.0533212754549,24859.0469171867,30.0481627782614,0.779970100287612,94.8286041733481,1541875.3768133,2021-01-15,0.990845647076885
381,75094.5216297619,5.04844903776586,24870.1293018904,30.3006193099342,0.779647460255469,95.3290222120322,1549673.99707067,2021-01-16,0.989868992951489
382,75083.2790909609,5.04308825365853,24881.1273593588,30.5504614271246,0.779291924706602,95.8284398490427,1557469.22603713,2021-01-17,0.988890305756603
383,75072.123363707,5.03723934044325,24892.0417346546,30.797662298533,0.778903364540239,96.3268086496579,1565260.73408098,2021-01-18,0.987909091135414
384,75061.053834017,5.03090261551284,24902.8730680148,31.0421953530936,0.778481629440486,96.8240801159401,1573048.19017325,2021-01-19,0.98692486255107
385,75050.0698925435,5.02407830174702,24913.6219948867,31.2840342681294,0.77802654808504,97.3202056824207,1580831.26167665,2021-01-20,0.985937139428824
386,75039.1709345458,5.01676653228578,24924.2891459634,31.5231529581129,0.777537928290793,97.8151367116615,1588609.61413629,2021-01-21,0.98494544548254
387,75028.3563598611,5.00896735475829,24934.87514722,31.7595255639664,0.777015557102308,98.3088244897224,1596382.91107157,2021-01-22,0.983949307198351
388,75017.6255728734,5.00068073504258,24945.3806199491,31.9931264428507,0.776459200828279,98.8012202215585,1604150.8137686,2021-01-23,0.982948252452031
389,75006.9779824857,4.99190656062123,24955.8061807958,32.2239301583909,0.775868605030355,99.2922750263677,1611912.9810729,2021-01-24,0.981941809239649
390,74996.4130020927,4.98264464358987,24966.1524417929,32.4519114713012,0.77524349446807,99.7819399329108,1619669.06918163,2021-01-25,0.980929504503767
391,74985.9300495511,4.97289472336807,24976.4200103954,32.6770453303717,0.774583573003049,100.270165874818,1627418.73143513,2021-01-26,0.979910863039665
392,74975.5285471518,4.96265646915555,24986.6094895151,32.8993068637878,0.773888523465212,100.756903685898,1635161.61810729,2021-01-27,0.978885406468183
393,74965.2079215917,4.95192948217169,24996.7214775549,33.1186713707548,0.773158007483278,101.242104095471,1642897.37619443,2021-01-28,0.977852652263335
394,74954.9676039465,4.94071329771115,25006.7565684425,33.3351143134062,0.772391665281495,101.725717723721,1650625.64920226,2021-01-29,0.976812112824445
395,74944.8070296399,4.92900738704489,25016.7153516646,33.5486113089767,0.77158911544425,102.207695077106,1658346.07693069,2021-01-30,0.97576329458361
396,74934.7256384192,4.91681115919197,25026.5984123,33.7591381222222,0.770749954649944,102.687986543808,1666058.29525613,2021-01-31,0.974705697140638
397,74924.7228743271,4.90412396258519,25036.4063310528,33.9666706580752,0.76987375737526,103.166542389256,1673761.93591096,2021-02-01,0.973638812418249
398,74914.7981856733,4.89094508665046,25046.1396842859,34.171184954521,0.768960075570812,103.643312751729,1681456.62625992,2021-02-02,0.972562123831226
399,74904.9510250076,4.87727376331845,25055.7990440532,34.3726571756895,0.768008438308944,104.118247638036,1689141.98907306,2021-02-03,0.971475105463924
400,74895.1808490937,4.86310916848454,25065.3849781323,34.5710636051502,0.767018351404357,104.591296919298,1696817.64229516,2021-02-04,0.970377221250964
401,74885.4871188801,4.84845042343244,25074.8980500572,34.7663806394075,0.765989297008083,105.062410326838,1704483.19881107,2021-02-05,0.969267924156527
402,74875.8692994731,4.83329659623476,25084.3388191496,34.9585847815912,0.764920733175256,105.531537448191,1712138.26620694,2021-02-06,0.968146655347946
403,74866.3268601107,4.81764670314362,25093.7078405516,35.1476526353376,0.763812093407022,105.998627723236,1719782.44652702,2021-02-07,0.96701284335982
404,74856.8592741357,4.80149970998306,25103.0056652561,35.3335608988607,0.762662786166903,106.463630440477,1727415.33602569,2021-02-08,0.965865903244852
405,74847.4660189679,4.78485453355459,25112.2328401397,35.5162863592115,0.761472194371826,106.926494733476,1735036.52491454,2021-02-09,0.964705235708077
406,74838.1465760778,4.76771004306676,25121.3899079925,35.6958058867269,0.760239674858045,107.387169577445,1742645.59710431,2021-02-10,0.96353022622123
407,74828.9004309589,4.75006506159923,25130.4774075495,35.8720964296683,0.758964557822115,107.845603786023,1750242.12994122,2021-02-11,0.96234024411413
408,74819.7270731021,4.73191836761166,25139.4958735214,36.0451350090533,0.757646146237105,108.301746008248,1757825.69393776,2021-02-12,0.961134641640094
409,74810.6259959655,4.71326869650767,25148.4458366248,36.2148987136829,0.756283715244189,108.755544725734,1765395.85249735,2021-02-13,0.959912753012399
410,74801.5966969505,4.69411474226399,25157.3278236126,36.3813646953701,0.754876511519821,109.206948250071,1772952.16163292,2021-02-14,0.958673893409035
411,74792.6386773736,4.67445515913524,25166.1423573035,36.5445101643723,0.753423752618666,109.655904720472,1780494.16967899,2021-02-15,0.957417357942782
412,74783.7514424392,4.65428856344474,25174.8899566129,36.704312385038,0.75192462629255,110.102362101681,1788021.41699702,2021-02-16,0.956142420593814
413,74774.9345012124,4.63361353547233,25183.5711365806,36.8607486716711,0.750378289785692,110.546268182155,1795533.43567395,2021-02-17,0.95484833310197
414,74766.1873665913,4.61242862145001,25192.1864084022,37.0137963846242,0.748783869106577,110.987570572557,1803029.74921342,2021-02-18,0.953534323815826
415,74757.5095552812,4.59073233567737,25200.7362794563,37.1634329266281,0.747140458276887,111.426216704569,1810509.87221974,2021-02-19,0.952199596495624
416,74748.9005877632,4.56852316276863,25209.2212533348,37.3096357393695,0.745447118558002,111.862153830053,1817973.31007412,2021-02-20,0.950843329067079
417,74740.3599882695,4.54579956004405,25217.6418298706,37.4523823003284,0.743702877655699,112.295329020596,1825419.55860312,2021-02-21,0.949464672323057
418,74731.887284754,4.522559960079,25225.9985051667,37.5916501198869,0.741906728903774,112.72568916745,1832848.10373905,2021-02-22,0.948062748570019
419,74723.4820088648,4.49880277342487,25234.2917716235,37.7274167387254,0.740057630427505,113.153180981915,1840258.42117205,2021-02-23,0.94663665021597
420,74715.1436959153,4.47452639151644,25242.5221179679,37.8596597255198,0.73815450428798,113.577750996187,1847649.97599375,2021-02-24,0.945185438296726
421,74706.871884855,4.44972918978175,25250.69002928,37.9883566749577,0.736196235608544,113.999345564706,1855022.22233229,2021-02-25,0.943708140937052
422,74698.6661182405,4.42440953097096,25258.7959870217,38.1134852060917,0.734181671684819,114.417910866053,1862374.60297846,2021-02-26,0.942203751743267
423,74690.5259422071,4.39856576872208,25266.8404690626,38.23502296105,0.732109621079981,114.83339290542,1869706.54900298,2021-02-27,0.940671228123712
424,74682.4509064358,4.37219625138234,25274.8239497088,38.3529476041239,0.72997885270726,115.245737517709,1877017.47936453,2021-02-28,0.939109489533373
425,74674.440564125,4.34529932610546,25282.7468997279,38.4672368212591,0.727788094901926,115.654890371306,1884306.80050865,2021-03-01,0.937517415639008
426,74666.4944719598,4.317873343246,25290.6097863775,38.5778683199721,0.725536034485365,116.060796972568,1891573.90595727,2021-03-02,0.935893844400805
427,74658.6121900798,4.28991666107384,25298.4130734299,38.6848198297217,0.723221315824224,116.463402671096,1898818.17588891,2021-03-03,0.93423757006665
428,74650.793282047,4.26142765083283,25306.1572211999,38.7880691027637,0.720842539888026,116.86265266583,1906038.97670936,2021-03-04,0.932547341074964
429,74643.0373148131,4.23240470216974,25313.8426865692,38.8875939155202,0.718398263309136,117.258492012051,1913235.66061305,2021-03-05,0.930821857861972
430,74635.3438586866,4.20284622896084,25321.4699230135,38.9833720704975,0.715886997449472,117.650865629329,1920407.56513501,2021-03-06,0.929059770569246
431,74627.7124872977,4.17275067556575,25329.039380627,39.0753813987903,0.713307207478924,118.039718310516,1927554.01269351,2021-03-07,0.927259676647254
432,74620.1427775646,4.14211652353964,25336.5515061484,39.1635997632091,0.710657311471131,118.424994731836,1934674.31012364,2021-03-08,0.925420118350684
433,74612.6343096539,4.11094229883732,25344.0067429853,39.2480050620748,0.707935679522919,118.806639464169,1941767.74820191,2021-03-09,0.923539580121208
434,74605.1866669473,4.07922657954454,25351.4055312397,39.3285752337254,0.705140632904541,119.184596985603,1948833.60116223,2021-03-10,0.921616485853593
435,74597.7994360024,4.04696800417431,25358.7483077321,39.4052882617823,0.702270443248696,119.558811695358,1955871.12620352,2021-03-11,0.919649196040851
436,74590.472206513,4.01416528056842,25366.0355060256,39.4781221812287,0.699323331787298,119.92922792917,1962879.56298952,2021-03-12,0.917636004794385
437,74583.2045712684,3.98081719544669,25373.2675564511,39.5470550853561,0.696297468645988,120.295789976252,1969858.13314118,2021-03-13,0.915575136735271
438,74575.9961261119,3.94692262464926,25380.4448861296,39.612065133638,0.69319097220757,120.658442097931,1976806.03972239,2021-03-14,0.91346474375294
439,74568.8464698975,3.91248054411989,25387.5679189972,39.6731305605934,0.69000190855683,121.017128548088,1983722.46671968,2021-03-15,0.911302901627879
440,74561.7552044438,3.87749004168107,25394.6370758276,39.7302296857111,0.686728291020579,121.371793595533,1990606.57851689,2021-03-16,0.909087606515282
441,74554.7219344894,3.84195032965479,25401.6527742554,39.7833409245034,0.683368079818343,121.72238154844,1997457.51936574,2021-03-17,0.906816771287136
442,74547.7462676412,3.80586075838557,25408.6154287991,39.8324428007711,0.679919181840737,122.068836780994,2004274.41285358,2021-03-18,0.904488221730663
443,74540.8278143254,3.76922083072598,25415.5254508835,39.8775139601581,0.676379450574474,122.411103762403,2011056.36136954,2021-03-19,0.902099692601913
444,74533.9661877354,3.73203021754742,25422.3832488622,39.9185331850884,0.672746686194913,122.749127088427,2017802.4455709,2021-03-20,0.899648823533998
445,74527.1610037758,3.69428877434265,25429.1892280389,39.955479411175,0.669018635849226,123.082851515613,2024511.7238512,2021-03-21,0.897133154800549
446,74520.4118810058,3.65599655898955,25435.9437906904,39.9883317452042,0.665192994155667,123.41222199841,2031183.23181229,2021-03-22,0.894550122936172
447,74513.7184405779,3.61715385074881,25442.6473360867,40.0170694847987,0.661267403946967,123.737183729347,2037815.98174255,2021-03-23,0.891897056217073
448,74507.0803061763,3.57776117057134,25449.3002605132,40.041672139874,0.657239457288629,124.057682182495,2044408.96210395,2021-03-24,0.88917117000675
449,74500.49710395,3.53781930279437,25455.9029572909,40.0621194560063,0.653106696805936,124.373663160415,2050961.13703069,2021-03-25,0.886369561973526
450,74493.968462444,3.49732931830784,25462.455816797,40.078391439839,0.648866617356631,124.685072844818,2057471.44584298,2021-03-26,0.883489207189033
451,74487.4940125273,3.45629259927528,25468.9592264855,40.090468386661,0.644516668089729,124.991857851178,2063938.80257925,2021-03-27,0.880526953119335
452,74481.0733873159,3.41471086549578,25475.4135709064,40.0983309102979,0.640054254934509,125.293965287535,2070362.09555124,2021-03-28,0.87747951452343
453,74474.7062220948,3.37258620249529,25481.8192317259,40.1019599754647,0.635476743567724,125.591342817757,2076740.18692623,2021-03-29,0.874343468277345
454,74468.3921542297,3.3299210914367,25488.1765877454,40.1013369327365,0.630781462911095,125.883938729512,2083071.91234154,2021-03-30,0.871115248145953
455,74462.1308230829,3.28671844093883,25494.4860149196,40.0964435562997,0.625965709215543,126.171702007249,2089356.080557,2021-03-31,0.867791139529379
456,74455.9218699185,3.24298162089406,25500.7478863761,40.087262084657,0.621026750793114,126.454582410446,2095591.4731513,2021-04-01,0.864367274215751
457,74449.764937805,3.19871449837291,25506.9625724326,40.0737752644631,0.615961833462253,126.732530557442,2101776.84426931,2021-04-02,0.860839625178089
458,74443.6596715125,3.15392147570141,25513.1304406146,40.0559663976785,0.610768186776909,127.005498015136,2107910.92042765,2021-04-03,0.857204001459677
459,74437.6057174043,3.10860753079278,25519.2518556734,40.0338193922339,0.605443031114834,127.273437394864,2113992.40038676,2021-04-04,0.853456043199676
460,74431.6027233229,3.06277825980936,25525.3271796016,40.0073188164037,0.599983585705414,127.536302454755,2120019.95509855,2021-04-05,0.849591216859057
461,74425.6503384709,3.01643992222254,25531.3567716506,39.9764499570936,0.594387077682174,127.794048208878,2125992.22773935,2021-04-06,0.845604810716276
462,74419.7482132841,2.96959948832816,25537.3409883461,39.9411988822521,0.588650752249853,128.046631043465,2131907.83383887,2021-04-07,0.841491930712362
463,74413.8959993006,2.92226468926169,25543.2801835031,39.9015525076164,0.582771884060338,128.294008840519,2137765.36151683,2021-04-08,0.837247496736634
464,74408.0933490213,2.8744440695413,25549.1747082418,39.8574986680099,0.576747789895713,128.536141109081,2143563.37183981,2021-04-09,0.832866239456824
465,74402.3399157639,2.82614704214648,25555.0249110009,39.8090261934024,0.570575842760091,128.772989124407,2149300.39931185,2021-04-10,0.82834269781121
466,74396.6353535117,2.77738394611605,25560.8311375524,39.7561249899486,0.564253487484377,129.00451607531,2154974.95251349,2021-04-11,0.823671217295537
467,74390.9793167525,2.72816610662013,25566.5937310146,39.6987861262091,0.557778257949598,129.230687219859,2160585.51490486,2021-04-12,0.818845949193754
468,74385.3714603126,2.67850589742647,25572.313031865,39.6370019247557,0.551147796034487,129.451470049601,2166130.54580955,2021-04-13,0.813860850919343
469,74379.811439182,2.62841680564136,25577.9893779525,39.5707660593477,0.544359872391372,129.666834462421,2171608.48159697,2021-04-14,0.808709687652719
470,74374.2989083335,2.5779134985585,25583.6231045094,39.5000736578521,0.537412409150623,129.876752944098,2177017.73708214,2021-04-15,0.803386035480209
471,74368.8335225338,2.52701189239531,25589.2145441618,39.4249214110588,0.530303504647645,130.081200758528,2182356.70716244,2021-04-16,0.797883286260948
472,74363.4149361475,2.47572922263466,25594.7640269413,39.3453076875154,0.523031460256999,130.280156146515,2187623.76871221,2021-04-17,0.792194654469671
473,74358.0428029351,2.42408411561958,25600.2718802938,39.2612326544764,0.515594809405288,130.473600532914,2192817.28275649,2021-04-18,0.786313186285409
474,74352.7167758437,2.37209666096986,25605.7384290891,39.1726984050172,0.507992348817325,130.661518741808,2197935.59694604,2021-04-19,0.780231771218181
475,74347.4365067928,2.31978848430091,25611.1639956304,39.0797090913207,0.500223172028105,130.843899219247,2202977.04835611,2021-04-20,0.773943156587312
476,74342.2016464539,2.26718281962764,25616.5488996613,38.9822710640825,0.492286705165674,131.02073426294,2207939.96663177,2021-04-21,0.767439965185406
477,74337.0118440266,2.21430458072842,25621.8934583738,38.8803930179203,0.484182744976376,131.192020258103,2212822.67750228,2021-04-22,0.760714716480469
478,74331.8667470106,2.16118043062703,25627.1979864156,38.77408614259,0.475911499023458,131.357757918477,2217623.50668662,2021-04-23,0.753759851724157
479,74326.7660009761,2.10783884822481,25632.4627958957,38.6633642797269,0.467473627942089,131.517952531316,2222340.78421151,2021-04-24,0.746567763345569
480,74321.7092493337,2.05431019098094,25637.6881963908,38.5482440847288,0.458870289577805,131.672614204899,2226972.84916151,2021-04-25,0.739130829015959
481,74316.6961331047,2.00062675239783,25642.8744949504,38.4287451932822,0.450103184770832,131.821758116868,2231518.05487896,2021-04-26,0.731441450768845
482,74311.7262906939,1.94682281292369,25648.0219961018,38.3048903919093,0.441174604475414,131.965404761417,2235974.77462883,2021-04-27,0.72349209955024
483,74306.7993576714,1.89293468273629,25653.1310018541,38.1767057917701,0.432087477821034,132.103580193065,2240341.40773965,2021-04-28,0.715275365553557
484,74301.9149665572,1.83900073472661,25658.2018117029,38.0442210048023,0.422845420631618,132.236316264429,2244616.38622804,2021-04-29,0.706784014660695
485,74297.072746619,1.78506142586044,25663.2347226335,37.907469321113,0.413452783820089,132.363650855112,2248798.18190812,2021-04-30,0.698011051263222
486,74292.2723236832,1.73115930496718,25668.2300291248,37.7664878863587,0.403914700970113,132.485628088493,2252885.31398151,2021-05-01,0.688949787672713
487,74287.5133199643,1.67733900489331,25673.1880231527,37.6213178776602,0.394237134306324,132.602298532893,2256876.35709588,2021-05-02,0.679593920245564
488,74282.7953539133,1.62364721687042,25678.1089941933,37.4720046764002,0.38442691814109,132.713719383303,2260769.94985123,2021-05-03,0.669937612242565
489,74278.1180400943,1.57013264463187,25682.9932292254,37.3185980357548,0.374491798727506,132.819954619193,2264564.80373002,2021-05-04,0.659975583364254
490,74273.4809890834,1.51684593722183,25687.8410127373,37.1611522421371,0.364440469583218,132.9210751357,2268259.71238177,2021-05-05,0.649703205490943
491,74268.8838074076,1.46383959644552,25692.6526267296,36.9997262664493,0.3542826007459,133.017158841217,2271853.56125685,2021-05-06,0.639116604532513
492,74264.3260975202,1.41116785798773,25697.4283507183,36.8343839035706,0.344028860811392,133.108290718024,2275345.33749287,2021-05-07,0.628212767559086
493,74259.8074578164,1.35888654451291,25702.1684617413,36.6651938978873,0.333690930427809,133.194562841799,2278734.13997186,2021-05-08,0.616989654313329
494,74255.3274826958,1.30705288857565,25706.8732343642,36.4922300514867,0.323281505742124,133.276074354691,2282019.1894672,2021-05-09,0.605446312105986
495,74250.8857626757,1.25572532418114,25711.5429406879,36.315571312261,0.312814290413299,133.352931387761,2285199.83876884,2021-05-10,0.593582992719461
496,74246.4818845585,1.20496324611364,25716.1778503566,36.135301838917,0.302303974824064,133.425246928736,2288275.58266586,2021-05-11,0.581401269712457
497,74242.1154316561,1.15482673668477,25720.7782305675,35.9515110398535,0.291766201218126,133.493140631478,2291246.06765167,2021-05-12,0.568904154259675
498,74237.7859840751,1.10537626018616,25725.3443460821,35.7642935828873,0.281217513640873,133.556738564196,2294111.10120549,2021-05-13,0.556096207413181
499,74233.4931190626,1.05667232605843,25729.8764592387,35.5737493729007,0.270675291774358,133.616172894239,2296870.66049319,2021-05-14,0.542983646448525
500,74229.2364114154,1.00877512259995,25734.3748299677,35.379983494644,0.260157668034311,133.671581508231,2299524.90032338,2021-05-15,0.529574442772506
501,74225.0154339511,0.961744123920673,25738.839715807,35.1831061181787,0.249683427638218,133.723107567449,2302074.1601892,2021-05-16,0.515878408735012
502,74220.8297580399,0.915637673775037,25743.2713719217,34.9832323647824,0.239271891755667,133.770898999568,2304518.97022593,2021-05-17,0.501907270619216
503,74216.6789541939,0.870512550857346,25747.6700511238,34.7804821315614,0.228942784308267,133.815107929265,2306860.05591762,2021-05-18,0.487674725096475
504,74212.5625927103,0.826423521078066,25752.0360038952,34.5749798735379,0.218716083484974,133.855890051616,2309098.34139421,2021-05-19,0.473196476536965
505,74208.4802443618,0.783422883222358,25756.3694784125,34.3668543425842,0.208611859564141,133.893403953703,2311234.95117365,2021-05-20,0.458490252773428
506,74204.4314811279,0.741560015180088,25760.6707205738,34.1562382832522,0.198650101166423,133.927810391293,2313271.21022241,2021-05-21,0.44357579722919
507,74200.415876958,0.700880928585918,25764.9399740273,33.9432680863041,0.188850532579887,133.959271528896,2315208.64223147,2021-05-22,0.428474835743028
508,74196.4330085562,0.661427840175652,25769.1774802023,33.7280834015455,0.179232425274824,133.987950152751,2317048.96603359,2021-05-23,0.413211016947068
509,74192.482456178,0.623238768411405,25773.3834783414,33.5108267123899,0.169814407134539,134.014008867389,2318794.09012122,2021-05-24,0.397809825667944
510,74188.5638044266,0.586347163920268,25777.5582055343,33.2916428754167,0.160614273243836,134.037609287274,2320446.10526122,2021-05-25,0.382298469507387
511,74184.6766430341,0.550781582103706,25781.7018967542,33.0706786296685,0.151648802343963,134.0589112363,2322007.27525325,2021-05-26,0.36670573946274
512,74180.8205676252,0.516565405148237,25785.8147848916,32.8480820777418,0.142933582760174,134.078071964449,2323480.02586328,2021-05-27,0.351061846361774
513,74176.9951804396,0.483716620994968,25789.8971007913,32.6240021480365,0.134482852267316,134.095245397926,2324866.93210767,2021-05-28,0.335398235280683
514,74173.2000909998,0.45224766458093,25793.9490732924,32.3985880432766,0.126309355497928,134.110581433236,2326170.70403631,2021-05-29,0.319747381109313
515,74169.4349167307,0.422165325438461,25797.9709292643,32.1719886795055,0.118424222078964,134.124225283562,2327394.17116329,2021-05-30,0.304142569007773
516,74165.6992835064,0.393470724734087,25801.9628936442,31.9443521245643,0.110836868579916,134.136316889307,2328540.26580527,2021-05-31,0.28861766381434
517,74161.9928261211,0.366159362715441,25805.9251894739,31.7158250424757,0.103554926424648,134.146990400274,2329612.00556752,2021-06-01,0.273206872935648
518,74158.3151886766,0.340221235873532,25809.8580379369,31.4865521506732,0.0965841972437439,134.1563737358,2330612.47524536,2021-06-02,0.257944507408967
519,74154.6660248884,0.315641021377678,25813.7616583933,31.2566756968059,0.0899286363504182,134.164588227277,2331544.80841961,2021-06-03,0.242864745843694
520,74151.044998301,0.29239832477595,25817.6362684134,31.026334960916,0.0835903642098872,134.171748345064,2332412.16901421,2021-06-04,0.22800140579632
521,74147.4517824121,0.270467984927702,25821.4820838122,30.7956657909943,0.0775697049844455,134.177961511927,2333217.7331433,2021-06-05,0.213387726817732
522,74143.8860607146,0.249820429668975,25825.2993186815,30.5648001742852,0.071865250450268,134.18332799929,2333964.671449,2021-06-06,0.199056168965968
523,74140.3475266591,0.230422074346817,25829.088185418,30.3338658486118,0.0664739470157066,134.187940902972,2334656.13216619,2021-06-07,0.185038229980898
524,74136.8358835338,0.212235753853021,25832.8488947524,30.1029859601091,0.0613912029506672,134.191886195742,2335295.22520265,2021-06-08,0.171364283677674
525,74133.3508442769,0.195221179400143,25836.5816557764,29.8722787675653,0.0566110125500014,134.195242848597,2335885.00736555,2021-06-09,0.158063441394403
526,74129.8921312267,0.179335410599941,25840.2866759674,29.6418573955562,0.0521260936882991,134.198083013866,2336428.46889949,2021-06-10,0.145163437596935
527,74126.4594758167,0.164533333674379,25843.9641612128,29.4118296370283,0.047928035093236,134.200472262072,2336928.52145185,2021-06-11,0.132690540027735
528,74123.0526182269,0.150768137067567,25847.6143158312,29.1822978050911,0.0440074496750562,134.202469863961,2337387.98754425,2021-06-12,0.120669484113737
529,74119.6713069976,0.137991776400381,25851.2373425933,28.953358632939,0.0403541303849781,134.20412910899,2337809.59159284,2021-06-13,0.109123430745086
530,74116.3152986178,0.126155421572602,25854.8334427408,28.7251032200738,0.0369572053175828,134.205497651639,2338195.95248601,2021-06-14,0.0980739460215369
531,74112.9843570941,0.115209879820326,25858.4028160039,28.4976170223485,0.0338052891002749,134.206617877253,2338549.57769695,2021-06-15,0.0875410011477182
532,74109.6782535092,0.10510598962807,25861.9456606186,28.2709798828075,0.0308866280035911,134.207527279633,2338872.85888071,2021-06-16,0.0775429903482526
533,74106.3967655773,0.095794981526026,25865.4621733415,28.0452660998723,0.0281892366361646,134.208258843301,2339168.06888193,2021-06-17,0.0680967644684094
534,74103.1396772032,0.0872288029282597,25868.952549465,27.8205445291155,0.0257010245354,134.20884142411,2339437.36006019,2021-06-18,0.0592176778202439
535,74099.9067780497,0.0793604052478984,25872.4169828305,27.5968787146633,0.0234099114095564,134.209300122764,2339682.76382549,2021-06-19,0.0509196458185291
536,74096.6978631195,0.0721439925285788,25875.8556658419,27.3743270461772,0.0213039302121678,134.209656646634,2339906.19126581,2021-06-20,0.043215211013097
537,74093.5127323535,0.0655352317331912,25879.2687894775,27.1529429373706,0.0193713176222649,134.209929656204,2340109.43474269,2021-06-21,0.0361156152505049
538,74090.3511902501,0.0594914256146689,25882.6565433022,26.932775022101,0.017600591854007,134.210135093245,2340294.17032816,2021-06-22,0.0296308758735864
539,74087.213045507,0.0539716497498879,25886.0191154789,26.7138673642402,0.0159806180209032,134.210286488631,2340461.96095733,2021-06-23,0.0237698640781915
540,74084.0981106872,0.048936855843896,25889.3566927793,26.4962596777401,0.0145006615297883,134.210395248435,2340614.26017423,2021-06-24,0.0185403837788556
541,74081.0062019083,0.0443499438104025,25892.6694605944,26.2799875535722,0.0131504301778609,134.210470917556,2340752.41635454,2021-06-25,0.0139492495772793
542,74077.9371385586,0.0401758054129275,25895.9576029454,26.0650826905093,0.0119201057743312,134.210521420656,2340877.67729611,2021-06-26,0.0100023626693315
543,74074.8907430369,0.0363813424196997,25899.2213024935,25.8515731270351,0.0108003662102269,134.210553280694,2340991.19507723,2021-06-27,0.0067047837594662
544,74071.8668405154,0.032935462297005,25902.4607405501,25.6394834719829,0.00978239896045655,134.210571815651,2341094.03109185,2021-06-28,0.00406080226980612
545,74068.8652587271,0.0298090544541706,25905.6760970864,25.4288351318268,0.00885790702686044,134.21058131439,2341187.16118125,2021-06-29,0.00207400133014251
546,74065.8858277736,0.0269749499730879,25908.8675507434,25.2196465328657,0.00801910832548817,134.210585192767,2341271.48079143,2021-06-30,0.000747318211992808
